0.000000000000000000e+00,4.999923704890000264e-01,4.999923704890000264e-01,1.000000000000000000e+00
7.370811514802615150e-03,4.920424200810000204e-01,4.920424200810000204e-01,9.920500495920000494e-01
1.473952900789263915e-02,4.841077286950000169e-01,4.841077286950000169e-01,9.841153582060000460e-01
2.210405972892363902e-02,4.761730373079999801e-01,4.761730373079999801e-01,9.761806668189999536e-01
2.946231346894655212e-02,4.682383459219999766e-01,4.682383459219999766e-01,9.682459754329999502e-01
3.681220383039934818e-02,4.603036545359999732e-01,4.603036545359999732e-01,9.603112840469999467e-01
4.415164949234413883e-02,4.523689631489999918e-01,4.523689631489999918e-01,9.523765926599999654e-01
5.147857547552773388e-02,4.444342717629999884e-01,4.444342717629999884e-01,9.444419012739999619e-01
5.879091440059661111e-02,4.364995803769999849e-01,4.364995803769999849e-01,9.365072098879999585e-01
6.608660774468894106e-02,4.285648889909999815e-01,4.285648889909999815e-01,9.285725185019999550e-01
7.336360708966443989e-02,4.206149385819999975e-01,4.206149385819999975e-01,9.206225680930000266e-01
8.061987536717875324e-02,4.126802471959999941e-01,4.126802471959999941e-01,9.126878767070000231e-01
8.785338809389556247e-02,4.047455558099999906e-01,4.047455558099999906e-01,9.047531853210000197e-01
9.506213460202220245e-02,3.968108644239999871e-01,3.968108644239999871e-01,8.968184939350000162e-01
1.022441192585030328e-01,3.888761730370000058e-01,3.888761730370000058e-01,8.888838025480000349e-01
1.093973626780303798e-01,3.809414816510000024e-01,3.809414816510000024e-01,8.809491111620000314e-01
1.165199029232568961e-01,3.730067902649999989e-01,3.730067902649999989e-01,8.730144197760000280e-01
1.236097966973388196e-01,3.650720988780000176e-01,3.650720988780000176e-01,8.650797283890000466e-01
1.306651205222512102e-01,3.571374074920000141e-01,3.571374074920000141e-01,8.571450370030000432e-01
1.376839719079698265e-01,3.491874570840000080e-01,3.491874570840000080e-01,8.491950865949999816e-01
1.446644705060262104e-01,3.412527656980000046e-01,3.412527656980000046e-01,8.412603952089999781e-01
