   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.9062500e-02
   5.0251256e-03   0.0000000e+00   0.0000000e+00   5.8593750e-02
   1.0050251e-02   0.0000000e+00   1.9531250e-02   7.8125000e-02
   1.5075377e-02   0.0000000e+00   1.9531250e-02   1.1718750e-01
   2.0100503e-02   0.0000000e+00   1.9531250e-02   1.3671875e-01
   2.5125628e-02   0.0000000e+00   3.9062500e-02   1.7578125e-01
   3.0150754e-02   0.0000000e+00   3.9062500e-02   1.9531250e-01
   3.5175879e-02   0.0000000e+00   3.9062500e-02   2.3437500e-01
   4.0201005e-02   0.0000000e+00   5.8593750e-02   2.9296875e-01
   4.5226131e-02   0.0000000e+00   5.8593750e-02   3.1250000e-01
   5.0251256e-02   0.0000000e+00   5.8593750e-02   3.7109375e-01
   5.5276382e-02   0.0000000e+00   7.8125000e-02   3.9062500e-01
   6.0301508e-02   0.0000000e+00   7.8125000e-02   4.4921875e-01
   6.5326633e-02   0.0000000e+00   7.8125000e-02   4.8828125e-01
   7.0351759e-02   0.0000000e+00   9.7656250e-02   5.2734375e-01
   7.5376884e-02   0.0000000e+00   9.7656250e-02   5.6640625e-01
   8.0402010e-02   0.0000000e+00   1.1718750e-01   6.2500000e-01
   8.5427136e-02   0.0000000e+00   1.1718750e-01   6.6406250e-01
   9.0452261e-02   0.0000000e+00   1.1718750e-01   7.0312500e-01
   9.5477387e-02   0.0000000e+00   1.3671875e-01   7.6171875e-01
   1.0050251e-01   0.0000000e+00   1.3671875e-01   8.0078125e-01
   1.0552764e-01   0.0000000e+00   1.5625000e-01   8.5937500e-01
   1.1055276e-01   0.0000000e+00   1.5625000e-01   8.9843750e-01
   1.1557789e-01   0.0000000e+00   1.7578125e-01   9.5703125e-01
   1.2060302e-01   0.0000000e+00   1.7578125e-01   9.5703125e-01
   1.2562814e-01   0.0000000e+00   1.7578125e-01   9.5703125e-01
   1.3065327e-01   0.0000000e+00   1.7578125e-01   9.5703125e-01
   1.3567839e-01   0.0000000e+00   1.9531250e-01   9.5703125e-01
   1.4070352e-01   0.0000000e+00   1.9531250e-01   9.5703125e-01
   1.4572864e-01   0.0000000e+00   1.9531250e-01   9.5703125e-01
   1.5075377e-01   0.0000000e+00   2.1484375e-01   9.5703125e-01
   1.5577889e-01   0.0000000e+00   2.1484375e-01   9.5703125e-01
   1.6080402e-01   0.0000000e+00   2.1484375e-01   9.5703125e-01
   1.6582915e-01   0.0000000e+00   2.3437500e-01   9.5703125e-01
   1.7085427e-01   0.0000000e+00   2.3437500e-01   9.5703125e-01
   1.7587940e-01   0.0000000e+00   2.3437500e-01   9.5703125e-01
   1.8090452e-01   0.0000000e+00   2.5390625e-01   9.7656250e-01
   1.8592965e-01   0.0000000e+00   2.7343750e-01   9.7656250e-01
   1.9095477e-01   0.0000000e+00   2.7343750e-01   9.7656250e-01
   1.9597990e-01   0.0000000e+00   2.9296875e-01   9.7656250e-01
   2.0100503e-01   0.0000000e+00   2.9296875e-01   9.7656250e-01
   2.0603015e-01   0.0000000e+00   2.9296875e-01   9.7656250e-01
   2.1105528e-01   0.0000000e+00   3.1250000e-01   9.7656250e-01
   2.1608040e-01   0.0000000e+00   3.3203125e-01   9.7656250e-01
   2.2110553e-01   0.0000000e+00   3.3203125e-01   9.7656250e-01
   2.2613065e-01   0.0000000e+00   3.5156250e-01   9.7656250e-01
   2.3115578e-01   0.0000000e+00   3.7109375e-01   9.7656250e-01
   2.3618090e-01   1.9531250e-02   3.7109375e-01   9.7656250e-01
   2.4120603e-01   3.9062500e-02   3.9062500e-01   9.7656250e-01
   2.4623116e-01   5.8593750e-02   3.9062500e-01   9.7656250e-01
   2.5125628e-01   5.8593750e-02   4.1015625e-01   9.7656250e-01
   2.5628141e-01   7.8125000e-02   4.2968750e-01   9.7656250e-01
   2.6130653e-01   7.8125000e-02   4.2968750e-01   9.7656250e-01
   2.6633166e-01   9.7656250e-02   4.4921875e-01   9.7656250e-01
   2.7135678e-01   9.7656250e-02   4.6875000e-01   9.7656250e-01
   2.7638191e-01   1.1718750e-01   4.6875000e-01   9.3750000e-01
   2.8140704e-01   1.1718750e-01   4.6875000e-01   9.1796875e-01
